month,crop_category,crop_name,system_type,avg_temp_c,humidity_pct,water_temp_c,vpd_kpa,ph_level,ec_level,dissolved_oxygen,dli_mol_m2_day,is_recommended,risk_factor
Aug,Microgreen,Beetroot,Tray,31.6,80.6,26.6,0.9,5.3,1.2,4.7,14.4,0,Root Rot Risk
Mar,Hydroponic,Lettuce,NFT,23.4,46.6,26.4,1.54,5.8,0.7,4.8,18.0,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,19.3,48.6,22.3,1.15,7.4,1.2,6.2,6.2,0,Nutrient Lockout
Feb,Microgreen,Arugula,Tray,23.1,43.9,26.1,1.58,6.2,1.0,4.9,17.7,0,Root Rot Risk
Oct,Microgreen,Mustard,Tray,23.0,40.8,26.0,1.66,7.4,2.4,4.9,16.1,0,Nutrient Lockout
Nov,Hydroponic,Pak Choi,DWC,20.0,48.4,23.0,1.21,6.5,0.8,6.0,9.1,1,Optimal
Oct,Microgreen,Radish,Tray,27.7,44.0,30.7,2.08,7.5,2.0,3.3,15.5,0,Root Rot Risk
Aug,Microgreen,Amaranth,Tray,31.5,93.5,26.5,0.3,6.2,1.9,4.7,13.2,0,Root Rot Risk
Feb,Hydroponic,Cucumber,DWC,22.8,32.8,25.8,1.86,6.2,1.9,5.0,16.4,1,Optimal
Feb,Microgreen,Amaranth,Tray,29.9,37.5,32.9,2.64,6.0,2.5,2.5,17.3,0,Root Rot Risk
Jun,Microgreen,Amaranth,Tray,36.7,17.2,31.7,5.13,6.9,2.5,2.9,19.3,0,Root Rot Risk
May,Microgreen,Radish,Tray,37.7,16.3,32.7,5.45,6.0,1.5,2.6,19.8,0,Root Rot Risk
Jan,Microgreen,Cilantro,Tray,8.7,51.4,11.7,0.55,6.7,1.5,9.9,9.0,1,Optimal
Aug,Hydroponic,Basil (Hydro),DWC,32.0,94.2,27.0,0.28,7.0,0.7,4.6,10.1,0,Root Rot Risk
Nov,Microgreen,Amaranth,Tray,8.4,59.7,11.4,0.44,6.7,0.8,10.0,7.6,1,Optimal
May,Microgreen,Broccoli,Tray,40.4,15.1,35.4,6.4,7.7,0.9,2.0,23.1,0,Root Rot Risk
Sep,Microgreen,Pea Shoots,Tray,34.4,79.0,29.4,1.14,6.0,1.7,3.7,12.6,0,Root Rot Risk
Nov,Hydroponic,Celery,DWC,18.7,50.0,21.7,1.08,7.0,0.9,6.4,7.0,1,Optimal
Jun,Hydroponic,Kale,NFT,36.3,29.5,31.3,4.27,7.4,1.2,3.0,21.6,0,Root Rot Risk
Jan,Microgreen,Arugula,Tray,16.8,55.5,19.8,0.85,6.5,0.6,7.1,8.9,1,Optimal
Feb,Microgreen,Beetroot,Tray,30.7,38.5,25.7,2.72,6.8,1.2,5.0,16.8,0,VPD Stress
Jun,Microgreen,Arugula,Tray,39.0,24.6,34.0,5.26,6.4,2.4,2.1,21.8,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,18.2,43.0,21.2,1.19,7.4,1.8,6.6,6.0,0,Nutrient Lockout
Feb,Hydroponic,Lettuce,DWC,27.3,41.0,30.3,2.15,6.3,1.7,3.4,14.0,0,Root Rot Risk
Apr,Hydroponic,Mint,NFT,46.0,17.1,41.0,8.36,6.5,1.2,2.0,20.5,0,Root Rot Risk
Apr,Microgreen,Arugula,Tray,43.4,24.3,38.4,6.67,5.8,2.5,2.0,23.5,0,Root Rot Risk
Oct,Hydroponic,Kale,NFT,25.4,34.9,28.4,2.11,6.3,1.0,4.1,14.2,0,Root Rot Risk
Aug,Microgreen,Beetroot,Tray,34.1,76.7,29.1,1.25,5.6,1.2,3.8,8.4,0,Root Rot Risk
Jul,Microgreen,Pea Shoots,Tray,28.8,74.6,31.8,1.0,6.1,1.9,2.9,13.9,0,Root Rot Risk
Aug,Hydroponic,Kale,NFT,30.3,78.8,25.3,0.92,7.8,1.9,5.2,10.0,0,Nutrient Lockout
Jan,Hydroponic,Celery,NFT,16.6,44.9,19.6,1.04,5.8,1.4,7.2,11.8,1,Optimal
Oct,Hydroponic,Basil (Hydro),DWC,26.5,38.6,29.5,2.13,6.7,2.1,3.7,19.0,0,Root Rot Risk
Sep,Microgreen,Cilantro,Tray,32.4,94.6,27.4,0.26,7.4,2.2,4.4,14.1,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,30.6,92.4,25.6,0.34,6.8,0.7,5.0,9.7,0,Mold/Fungal Risk
Sep,Microgreen,Cilantro,Tray,30.2,75.5,25.2,1.05,6.3,0.7,5.2,8.4,1,Optimal
Nov,Microgreen,Sunflower,Tray,17.4,53.7,20.4,0.92,7.1,0.8,6.9,7.6,0,Nutrient Lockout
May,Hydroponic,Bell Pepper,NFT,38.3,27.2,33.3,4.89,5.2,1.2,2.4,23.5,0,Root Rot Risk
Jun,Hydroponic,Lettuce,DWC,36.1,26.7,31.1,4.38,5.6,2.2,3.1,23.0,0,Root Rot Risk
Sep,Hydroponic,Pak Choi,DWC,33.9,73.9,28.9,1.38,6.0,1.6,3.9,9.3,0,Root Rot Risk
Feb,Hydroponic,Spinach,DWC,31.1,42.1,26.1,2.62,5.4,1.5,4.9,14.2,0,Root Rot Risk
Jan,Microgreen,Broccoli,Tray,10.6,49.6,13.6,0.64,5.5,1.8,9.3,5.8,1,Optimal
Apr,Hydroponic,Cherry Tomato,DWC,43.1,16.3,38.1,7.28,5.6,2.3,2.0,24.4,0,Root Rot Risk
Jun,Microgreen,Broccoli,Tray,44.6,15.9,39.6,7.88,6.2,2.3,2.0,23.3,0,Root Rot Risk
Nov,Microgreen,Amaranth,Tray,16.6,57.3,19.6,0.81,6.9,1.3,7.1,11.0,1,Optimal
Jul,Hydroponic,Mint,DWC,30.1,93.5,25.1,0.28,5.4,1.7,5.2,12.7,0,VPD Stress
Jun,Hydroponic,Cherry Tomato,NFT,42.0,21.1,37.0,6.47,5.3,1.5,2.0,21.1,0,Root Rot Risk
Aug,Microgreen,Beetroot,Tray,32.4,73.0,27.4,1.32,6.5,2.3,4.4,8.2,0,Root Rot Risk
Dec,Hydroponic,Cucumber,DWC,15.7,55.9,18.7,0.79,5.6,1.0,7.4,8.7,1,Optimal
Mar,Hydroponic,Spinach,DWC,31.1,42.8,26.1,2.59,7.3,1.0,4.9,18.8,0,Root Rot Risk
Jul,Hydroponic,Bell Pepper,NFT,32.7,77.7,27.7,1.1,5.4,2.3,4.3,9.5,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,38.5,22.9,33.5,5.25,6.1,1.7,2.3,22.3,0,Root Rot Risk
Jan,Hydroponic,Cherry Tomato,NFT,8.4,43.2,11.4,0.62,5.2,1.4,10.0,7.1,0,Nutrient Lockout
Jun,Hydroponic,Lettuce,NFT,43.8,18.7,38.8,7.34,5.7,2.1,2.0,20.7,0,Root Rot Risk
Nov,Hydroponic,Celery,DWC,12.1,49.2,15.1,0.72,5.8,1.2,8.7,10.7,1,Optimal
Jan,Hydroponic,Cucumber,DWC,12.7,50.7,15.7,0.72,7.1,1.3,8.5,6.0,0,Nutrient Lockout
Sep,Hydroponic,Pak Choi,NFT,33.8,84.7,28.8,0.8,6.7,2.0,3.9,10.6,0,Root Rot Risk
May,Hydroponic,Celery,DWC,41.4,20.3,36.4,6.33,5.7,0.6,2.0,24.2,0,Root Rot Risk
Nov,Hydroponic,Bell Pepper,DWC,18.1,45.5,21.1,1.13,5.5,1.9,6.6,10.1,1,Optimal
Nov,Microgreen,Mustard,Tray,9.2,45.1,12.2,0.64,6.8,1.4,9.7,10.4,1,Optimal
Oct,Microgreen,Basil (MG),Tray,23.8,40.5,26.8,1.76,7.4,0.9,4.6,17.8,0,Root Rot Risk
May,Hydroponic,Cucumber,NFT,37.4,29.1,32.4,4.54,5.7,1.1,2.7,22.3,0,Root Rot Risk
May,Hydroponic,Cucumber,NFT,45.1,21.4,40.1,7.59,7.1,0.9,2.0,18.5,0,Root Rot Risk
Oct,Microgreen,Arugula,Tray,26.2,36.9,29.2,2.15,7.7,0.9,3.8,17.8,0,Root Rot Risk
Aug,Microgreen,Radish,Tray,33.0,74.2,28.0,1.3,7.0,2.0,4.2,13.4,0,Root Rot Risk
Jun,Hydroponic,Kale,NFT,37.8,18.6,32.8,5.33,7.0,2.3,2.5,24.6,0,Root Rot Risk
Dec,Microgreen,Pea Shoots,Tray,10.6,46.0,13.6,0.69,6.1,0.6,9.2,8.4,1,Optimal
Oct,Hydroponic,Mint,DWC,24.6,43.8,27.6,1.74,7.7,1.1,4.3,17.6,0,Root Rot Risk
Feb,Hydroponic,Basil (Hydro),NFT,29.5,37.8,32.5,2.56,7.3,2.3,2.6,18.1,0,Root Rot Risk
Mar,Hydroponic,Lettuce,DWC,23.6,46.1,26.6,1.57,6.9,0.7,4.7,18.4,0,Root Rot Risk
Aug,Microgreen,Sunflower,Tray,34.7,71.3,29.7,1.59,7.4,2.4,3.6,11.5,0,Root Rot Risk
Nov,Hydroponic,Spinach,DWC,17.8,52.7,20.8,0.96,7.1,0.9,6.7,9.9,0,Nutrient Lockout
Mar,Microgreen,Pea Shoots,Tray,27.6,48.0,30.6,1.92,7.4,1.9,3.3,15.1,0,Root Rot Risk
Jun,Microgreen,Sunflower,Tray,42.4,20.8,37.4,6.62,7.2,1.3,2.0,20.1,0,Root Rot Risk
Sep,Hydroponic,Cucumber,NFT,29.5,78.4,32.5,0.89,6.7,0.8,2.6,13.7,0,Root Rot Risk
Nov,Hydroponic,Pak Choi,NFT,17.7,53.7,20.7,0.94,6.7,2.0,6.8,9.7,1,Optimal
Apr,Microgreen,Arugula,Tray,44.2,20.8,39.2,7.27,6.7,1.9,2.0,22.6,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,25.7,44.3,28.7,1.84,6.3,1.0,4.0,15.1,0,Root Rot Risk
Aug,Hydroponic,Basil (Hydro),DWC,34.9,87.6,29.9,0.69,7.1,2.3,3.5,8.5,0,Root Rot Risk
Aug,Microgreen,Cilantro,Tray,30.5,71.9,25.5,1.23,6.7,2.0,5.1,9.1,1,Optimal
Feb,Microgreen,Basil (MG),Tray,24.0,36.2,27.0,1.9,7.3,1.2,4.6,15.4,0,Root Rot Risk
Dec,Microgreen,Mustard,Tray,17.6,54.3,20.6,0.92,7.3,0.9,6.8,5.4,0,Nutrient Lockout
Jun,Microgreen,Amaranth,Tray,43.6,22.8,38.6,6.89,5.5,1.6,2.0,18.4,0,Root Rot Risk
Jan,Microgreen,Radish,Tray,9.4,56.2,12.4,0.52,7.6,2.0,9.6,5.6,0,Nutrient Lockout
May,Microgreen,Cilantro,Tray,36.1,19.4,31.1,4.83,5.6,1.2,3.1,21.1,0,Root Rot Risk
Jan,Microgreen,Mustard,Tray,14.2,42.5,17.2,0.93,7.4,1.3,8.0,11.8,0,Nutrient Lockout
Mar,Hydroponic,Bell Pepper,DWC,24.2,43.5,27.2,1.71,6.7,1.6,4.5,18.0,0,Root Rot Risk
Sep,Hydroponic,Kale,DWC,32.8,91.6,27.8,0.42,7.6,0.8,4.3,13.9,0,Root Rot Risk
Feb,Microgreen,Broccoli,Tray,29.0,31.4,32.0,2.75,7.2,1.1,2.8,19.5,0,Root Rot Risk
Mar,Hydroponic,Basil (Hydro),NFT,25.2,39.1,28.2,1.95,6.6,1.6,4.1,19.1,0,Root Rot Risk
Oct,Hydroponic,Mint,NFT,31.2,39.8,26.2,2.74,7.1,0.6,4.8,14.9,0,Root Rot Risk
Aug,Microgreen,Arugula,Tray,31.2,83.2,26.2,0.77,7.7,1.6,4.8,10.9,0,Root Rot Risk
Jun,Hydroponic,Basil (Hydro),DWC,40.2,22.9,35.2,5.75,7.5,1.5,2.0,19.3,0,Root Rot Risk
Sep,Microgreen,Radish,Tray,28.4,76.3,31.4,0.91,7.0,2.3,3.0,10.2,0,Root Rot Risk
Apr,Microgreen,Arugula,Tray,36.9,16.4,31.9,5.23,7.4,1.7,2.8,20.3,0,Root Rot Risk
Sep,Microgreen,Broccoli,Tray,34.3,93.7,29.3,0.34,5.2,1.2,3.8,14.3,0,Root Rot Risk
Jun,Microgreen,Arugula,Tray,42.8,29.9,37.8,6.0,6.4,1.8,2.0,19.3,0,Root Rot Risk
Sep,Microgreen,Beetroot,Tray,34.7,86.2,29.7,0.76,7.4,2.0,3.6,14.7,0,Root Rot Risk
Aug,Hydroponic,Celery,DWC,31.6,74.6,26.6,1.18,6.8,1.0,4.7,9.1,0,Root Rot Risk
Aug,Hydroponic,Cucumber,NFT,28.7,88.0,31.7,0.47,5.3,2.3,2.9,13.0,0,Root Rot Risk
Oct,Microgreen,Broccoli,Tray,28.8,45.2,31.8,2.17,5.4,1.6,2.9,16.1,0,Root Rot Risk
Feb,Hydroponic,Lettuce,DWC,28.4,30.9,31.4,2.68,6.8,2.1,3.0,17.0,0,Root Rot Risk
Jun,Hydroponic,Cherry Tomato,NFT,41.2,24.5,36.2,5.92,6.8,1.5,2.0,21.6,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,44.7,26.4,39.7,6.93,7.4,1.8,2.0,23.4,0,Root Rot Risk
Jan,Hydroponic,Lettuce,NFT,11.0,50.9,14.0,0.64,5.3,1.7,9.1,8.4,0,Nutrient Lockout
Sep,Hydroponic,Basil (Hydro),DWC,30.6,80.4,25.6,0.86,7.3,1.1,5.0,12.9,0,Nutrient Lockout
Jan,Hydroponic,Lettuce,DWC,16.7,44.0,19.7,1.06,6.2,2.0,7.1,5.7,1,Optimal
Aug,Hydroponic,Mint,NFT,30.8,84.8,25.8,0.68,7.0,1.6,5.0,9.4,1,Optimal
Jun,Hydroponic,Basil (Hydro),NFT,41.1,29.3,36.1,5.53,7.0,1.4,2.0,23.3,0,Root Rot Risk
May,Hydroponic,Kale,NFT,44.2,28.0,39.2,6.61,7.0,2.0,2.0,18.1,0,Root Rot Risk
Jun,Microgreen,Sunflower,Tray,41.5,17.2,36.5,6.63,5.8,1.9,2.0,21.4,0,Root Rot Risk
Sep,Hydroponic,Kale,DWC,31.1,76.9,26.1,1.04,5.2,1.4,4.9,14.3,0,Root Rot Risk
Jan,Microgreen,Cilantro,Tray,17.3,49.4,20.3,1.0,5.2,0.9,6.9,6.0,0,Nutrient Lockout
Jul,Microgreen,Basil (MG),Tray,28.7,73.7,31.7,1.04,5.3,0.7,2.9,10.8,0,Root Rot Risk
Nov,Hydroponic,Cherry Tomato,DWC,17.8,41.4,20.8,1.19,6.9,1.0,6.7,5.9,1,Optimal
Mar,Microgreen,Broccoli,Tray,27.0,31.1,30.0,2.45,6.3,0.9,3.5,18.3,0,Root Rot Risk
Sep,Microgreen,Amaranth,Tray,29.3,88.4,32.3,0.47,5.6,1.8,2.7,8.3,0,Root Rot Risk
Sep,Hydroponic,Bell Pepper,DWC,30.0,89.4,33.0,0.45,5.6,1.3,2.5,10.0,0,Root Rot Risk
Nov,Microgreen,Beetroot,Tray,16.7,49.9,19.7,0.95,7.1,1.9,7.1,6.3,0,Nutrient Lockout
Dec,Hydroponic,Basil (Hydro),NFT,13.0,56.1,16.0,0.66,6.6,1.3,8.4,5.2,1,Optimal
Apr,Microgreen,Beetroot,Tray,38.8,28.7,33.8,4.94,6.7,1.2,2.2,20.9,0,Root Rot Risk
Dec,Microgreen,Kohlrabi,Tray,17.5,48.7,20.5,1.03,6.4,1.0,6.8,9.9,1,Optimal
Nov,Hydroponic,Celery,DWC,14.7,41.4,17.7,0.98,6.9,1.1,7.8,9.5,1,Optimal
Aug,Hydroponic,Strawberry,DWC,33.5,92.6,28.5,0.38,5.9,1.8,4.0,12.0,0,Root Rot Risk
Nov,Hydroponic,Cucumber,NFT,17.5,56.0,20.5,0.88,5.9,2.4,6.8,8.7,1,Optimal
Dec,Microgreen,Mustard,Tray,8.3,47.2,11.3,0.58,5.5,1.3,10.0,11.6,1,Optimal
Oct,Microgreen,Sunflower,Tray,27.5,45.4,30.5,2.0,5.5,1.3,3.3,19.4,0,Root Rot Risk
Mar,Hydroponic,Bell Pepper,DWC,29.9,34.8,32.9,2.76,7.3,2.3,2.5,14.4,0,Root Rot Risk
Sep,Hydroponic,Spinach,DWC,29.2,82.9,32.2,0.69,7.7,0.8,2.7,11.1,0,Root Rot Risk
Sep,Hydroponic,Cucumber,NFT,34.4,84.7,29.4,0.83,6.7,2.3,3.7,11.5,0,Root Rot Risk
Feb,Hydroponic,Basil (Hydro),DWC,30.6,33.6,25.6,2.91,5.8,1.7,5.1,18.7,0,VPD Stress
Jun,Microgreen,Basil (MG),Tray,43.5,29.1,38.5,6.28,6.2,1.5,2.0,24.5,0,Root Rot Risk
Sep,Microgreen,Basil (MG),Tray,29.6,90.7,32.6,0.39,6.1,1.0,2.6,11.9,0,Root Rot Risk
Jun,Hydroponic,Lettuce,DWC,43.7,29.5,38.7,6.32,7.7,1.9,2.0,21.4,0,Root Rot Risk
Mar,Microgreen,Sunflower,Tray,28.6,33.5,31.6,2.6,7.2,1.2,3.0,15.5,0,Root Rot Risk
Aug,Hydroponic,Cucumber,DWC,32.2,83.7,27.2,0.78,5.5,1.7,4.5,14.2,0,Root Rot Risk
Sep,Microgreen,Radish,Tray,33.7,92.1,28.7,0.41,6.5,1.2,4.0,10.5,0,Root Rot Risk
Dec,Hydroponic,Cherry Tomato,DWC,14.0,56.6,17.0,0.7,7.2,0.7,8.0,6.8,0,Nutrient Lockout
Aug,Hydroponic,Basil (Hydro),DWC,29.3,76.7,32.3,0.95,7.3,0.8,2.7,12.2,0,Root Rot Risk
Jan,Hydroponic,Spinach,DWC,9.2,47.5,12.2,0.61,7.4,1.0,9.7,11.2,0,Nutrient Lockout
Jun,Microgreen,Broccoli,Tray,38.8,15.4,33.8,5.85,6.8,2.0,2.2,24.4,0,Root Rot Risk
Nov,Hydroponic,Basil (Hydro),NFT,18.0,52.0,21.0,0.99,5.6,1.4,6.6,7.6,1,Optimal
Jun,Microgreen,Kohlrabi,Tray,44.5,26.0,39.5,6.91,6.4,2.2,2.0,23.7,0,Root Rot Risk
Jul,Hydroponic,Bell Pepper,NFT,30.9,88.7,25.9,0.5,7.0,2.2,4.9,12.5,1,Optimal
Feb,Hydroponic,Bell Pepper,NFT,30.4,38.4,25.4,2.68,7.5,1.6,5.1,15.0,0,VPD Stress
Sep,Microgreen,Mustard,Tray,30.0,81.6,33.0,0.78,5.3,1.3,2.5,8.5,0,Root Rot Risk
Sep,Microgreen,Kohlrabi,Tray,34.4,85.3,29.4,0.8,5.2,1.9,3.7,9.0,0,Root Rot Risk
May,Microgreen,Radish,Tray,37.4,25.2,32.4,4.81,6.6,1.0,2.6,21.7,0,Root Rot Risk
May,Hydroponic,Cherry Tomato,NFT,45.0,20.3,40.0,7.63,7.7,0.8,2.0,19.2,0,Root Rot Risk
Jul,Hydroponic,Mint,DWC,34.0,82.1,29.0,0.95,5.4,2.1,3.8,10.8,0,Root Rot Risk
Jun,Microgreen,Beetroot,Tray,44.5,16.6,39.5,7.8,7.4,2.2,2.0,20.3,0,Root Rot Risk
May,Microgreen,Radish,Tray,41.9,22.0,36.9,6.36,5.7,1.1,2.0,21.1,0,Root Rot Risk
Jan,Hydroponic,Strawberry,DWC,15.1,41.4,18.1,1.01,5.4,2.0,7.7,10.7,0,Nutrient Lockout
Sep,Hydroponic,Strawberry,NFT,29.7,76.8,32.7,0.97,7.3,0.6,2.5,11.8,0,Root Rot Risk
Apr,Hydroponic,Strawberry,NFT,43.1,22.0,38.1,6.78,6.0,2.3,2.0,18.8,0,Root Rot Risk
Sep,Hydroponic,Pak Choi,NFT,32.4,76.3,27.4,1.15,5.6,1.1,4.4,10.4,0,Root Rot Risk
Apr,Microgreen,Cilantro,Tray,45.5,26.5,40.5,7.21,7.4,0.5,2.0,24.1,0,Root Rot Risk
Jul,Microgreen,Kohlrabi,Tray,34.5,81.7,29.5,1.0,7.0,2.2,3.7,14.2,0,Root Rot Risk
Oct,Hydroponic,Kale,DWC,30.1,38.8,25.1,2.61,6.1,2.3,5.2,15.9,0,VPD Stress
Sep,Microgreen,Beetroot,Tray,28.9,73.1,31.9,1.07,7.8,0.5,2.8,11.3,0,Root Rot Risk
Apr,Hydroponic,Bell Pepper,NFT,36.4,18.1,31.4,4.98,7.4,2.1,3.0,20.1,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,43.4,16.1,38.4,7.42,6.8,1.5,2.0,24.5,0,Root Rot Risk
Apr,Hydroponic,Strawberry,NFT,45.7,29.6,40.7,7.01,5.4,1.7,2.0,24.0,0,Root Rot Risk
Dec,Microgreen,Beetroot,Tray,11.1,44.8,14.1,0.73,5.7,0.7,9.1,10.0,1,Optimal
Jun,Microgreen,Mustard,Tray,47.0,21.6,42.0,8.32,6.1,1.8,2.0,23.5,0,Root Rot Risk
Aug,Hydroponic,Pak Choi,DWC,32.1,87.1,27.1,0.62,6.1,0.9,4.5,13.0,0,Root Rot Risk
Jan,Hydroponic,Pak Choi,DWC,13.9,43.1,16.9,0.9,5.5,1.1,8.1,9.6,1,Optimal
Jun,Hydroponic,Cucumber,DWC,36.7,28.8,31.7,4.39,5.6,0.9,2.9,18.9,0,Root Rot Risk
Mar,Microgreen,Kohlrabi,Tray,29.4,40.6,32.4,2.44,5.6,0.7,2.6,18.0,0,Root Rot Risk
Sep,Microgreen,Radish,Tray,32.4,87.2,27.4,0.62,6.0,2.2,4.4,11.9,0,Root Rot Risk
Sep,Microgreen,Arugula,Tray,31.8,78.4,26.8,1.01,5.5,2.5,4.6,9.0,0,Root Rot Risk
Jan,Hydroponic,Cherry Tomato,DWC,16.5,42.2,19.5,1.08,5.4,1.2,7.2,7.8,0,Nutrient Lockout
Apr,Hydroponic,Mint,DWC,42.9,21.3,37.9,6.76,5.7,1.4,2.0,20.6,0,Root Rot Risk
Feb,Hydroponic,Basil (Hydro),NFT,29.4,48.7,32.4,2.1,7.6,0.9,2.7,14.7,0,Root Rot Risk
Feb,Microgreen,Amaranth,Tray,25.4,44.7,28.4,1.79,6.5,1.5,4.1,15.3,0,Root Rot Risk
Jul,Microgreen,Basil (MG),Tray,30.3,84.1,25.3,0.68,5.3,0.5,5.2,9.7,0,Nutrient Lockout
Mar,Microgreen,Mustard,Tray,26.2,45.7,29.2,1.85,5.7,2.2,3.8,14.9,0,Root Rot Risk
May,Hydroponic,Mint,DWC,38.0,16.5,33.0,5.52,5.7,2.2,2.5,20.8,0,Root Rot Risk
Mar,Hydroponic,Cucumber,DWC,26.0,44.6,29.0,1.86,7.8,1.6,3.9,19.9,0,Root Rot Risk
May,Microgreen,Kohlrabi,Tray,39.5,26.6,34.5,5.27,7.3,0.6,2.0,22.4,0,Root Rot Risk
May,Hydroponic,Mint,DWC,39.1,24.2,34.1,5.32,7.1,1.4,2.1,24.6,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,26.4,31.5,29.4,2.36,6.1,1.0,3.7,14.6,0,Root Rot Risk
May,Hydroponic,Celery,NFT,47.8,21.6,42.8,8.66,7.4,2.1,2.0,21.0,0,Root Rot Risk
Oct,Hydroponic,Cucumber,DWC,25.7,44.4,28.7,1.83,5.9,1.5,4.0,18.9,0,Root Rot Risk
Feb,Microgreen,Amaranth,Tray,28.8,38.5,31.8,2.43,7.2,1.0,2.9,16.6,0,Root Rot Risk
Sep,Hydroponic,Cherry Tomato,NFT,32.6,79.6,27.6,1.0,6.1,0.8,4.3,9.1,0,Root Rot Risk
Oct,Microgreen,Pea Shoots,Tray,28.5,43.1,31.5,2.22,5.7,1.1,3.0,15.0,0,Root Rot Risk
Feb,Hydroponic,Basil (Hydro),DWC,26.0,37.0,29.0,2.12,7.7,2.2,3.8,17.6,0,Root Rot Risk
Apr,Microgreen,Radish,Tray,42.1,25.5,37.1,6.13,5.6,0.7,2.0,18.3,0,Root Rot Risk
Dec,Hydroponic,Kale,DWC,19.1,43.4,22.1,1.25,6.7,0.6,6.3,11.8,1,Optimal
Sep,Hydroponic,Cherry Tomato,NFT,31.2,88.0,26.2,0.54,5.4,1.7,4.8,13.3,0,Root Rot Risk
Oct,Hydroponic,Celery,NFT,30.8,46.7,25.8,2.37,7.3,0.6,5.0,14.6,0,Nutrient Lockout
Aug,Hydroponic,Bell Pepper,NFT,31.7,70.2,26.7,1.4,6.0,2.5,4.6,14.2,0,Root Rot Risk
Apr,Microgreen,Mustard,Tray,43.1,22.7,38.1,6.7,6.6,1.6,2.0,19.6,0,Root Rot Risk
Dec,Microgreen,Radish,Tray,19.6,56.2,22.6,1.0,6.6,0.6,6.1,5.1,1,Optimal
Jul,Hydroponic,Cherry Tomato,DWC,31.4,91.8,26.4,0.38,7.8,2.1,4.8,12.9,0,Root Rot Risk
Nov,Microgreen,Pea Shoots,Tray,12.4,52.9,15.4,0.68,6.3,1.7,8.6,11.1,1,Optimal
Oct,Microgreen,Kohlrabi,Tray,27.1,34.3,30.1,2.36,7.2,2.3,3.5,19.6,0,Root Rot Risk
Apr,Microgreen,Mustard,Tray,43.7,19.9,38.7,7.19,5.8,0.8,2.0,20.3,0,Root Rot Risk
May,Microgreen,Cilantro,Tray,44.5,18.1,39.5,7.63,6.0,1.5,2.0,23.8,0,Root Rot Risk
Jun,Hydroponic,Mint,DWC,40.0,20.4,35.0,5.87,7.7,2.1,2.0,23.1,0,Root Rot Risk
Mar,Microgreen,Beetroot,Tray,25.5,40.2,28.5,1.95,5.4,0.8,4.0,16.9,0,Root Rot Risk
May,Microgreen,Kohlrabi,Tray,39.4,20.8,34.4,5.65,6.7,1.6,2.0,24.6,0,Root Rot Risk
Sep,Microgreen,Broccoli,Tray,33.0,92.0,28.0,0.4,6.2,1.6,4.2,9.8,0,Root Rot Risk
Jun,Microgreen,Mustard,Tray,46.7,17.5,41.7,8.6,7.1,0.6,2.0,21.4,0,Root Rot Risk
Aug,Microgreen,Basil (MG),Tray,29.1,80.1,32.1,0.8,5.4,2.0,2.8,12.9,0,Root Rot Risk
Apr,Hydroponic,Strawberry,DWC,38.9,22.0,33.9,5.43,5.6,1.3,2.1,22.4,0,Root Rot Risk
Aug,Microgreen,Pea Shoots,Tray,29.5,84.7,32.5,0.63,6.4,1.9,2.6,12.1,0,Root Rot Risk
Mar,Hydroponic,Celery,NFT,31.6,39.9,26.6,2.79,6.2,1.2,4.7,15.1,0,Root Rot Risk
Oct,Hydroponic,Lettuce,DWC,31.0,48.9,26.0,2.29,5.7,1.6,4.9,17.5,0,Root Rot Risk
Sep,Microgreen,Mustard,Tray,29.0,90.6,32.0,0.38,7.7,1.5,2.8,14.1,0,Root Rot Risk
Feb,Microgreen,Basil (MG),Tray,29.4,32.4,32.4,2.77,5.3,0.8,2.7,16.4,0,Root Rot Risk
May,Microgreen,Broccoli,Tray,36.4,19.9,31.4,4.86,6.3,1.6,3.0,23.3,0,Root Rot Risk
Nov,Hydroponic,Lettuce,NFT,13.7,55.4,16.7,0.7,6.2,0.6,8.1,7.4,1,Optimal
Jul,Hydroponic,Spinach,NFT,30.9,83.3,25.9,0.75,7.5,1.9,4.9,10.1,0,Nutrient Lockout
Aug,Microgreen,Amaranth,Tray,29.6,90.0,32.6,0.41,6.1,2.4,2.6,10.8,0,Root Rot Risk
Sep,Microgreen,Kohlrabi,Tray,32.3,81.7,27.3,0.89,6.4,0.8,4.4,8.5,0,Root Rot Risk
Jul,Hydroponic,Cucumber,DWC,32.2,79.3,27.2,0.99,7.1,2.0,4.5,13.0,0,Root Rot Risk
Jul,Hydroponic,Cucumber,NFT,30.0,76.9,25.0,0.98,5.5,1.4,5.2,13.7,1,Optimal
Jul,Hydroponic,Lettuce,NFT,30.0,90.1,33.0,0.42,6.6,2.5,2.5,9.9,0,Root Rot Risk
Dec,Hydroponic,Bell Pepper,NFT,9.0,52.8,12.0,0.54,6.9,1.1,9.8,7.5,1,Optimal
